/home/pi/Downloads/Neural-Networks-Self-Driving-Car-Raspberry-Pi-main/Step1-Data-Collection/DataCollected/IMG1/Image_1653967220120936.jpg,0.0
/home/pi/Downloads/Neural-Networks-Self-Driving-Car-Raspberry-Pi-main/Step1-Data-Collection/DataCollected/IMG1/Image_1653967220134909.jpg,0.0
/home/pi/Downloads/Neural-Networks-Self-Driving-Car-Raspberry-Pi-main/Step1-Data-Collection/DataCollected/IMG1/Image_1653967220149663.jpg,0.0
/home/pi/Downloads/Neural-Networks-Self-Driving-Car-Raspberry-Pi-main/Step1-Data-Collection/DataCollected/IMG1/Image_1653967220165828.jpg,0.0
/home/pi/Downloads/Neural-Networks-Self-Driving-Car-Raspberry-Pi-main/Step1-Data-Collection/DataCollected/IMG1/Image_1653967220211802.jpg,0.0
/home/pi/Downloads/Neural-Networks-Self-Driving-Car-Raspberry-Pi-main/Step1-Data-Collection/DataCollected/IMG1/Image_1653967220227398.jpg,0.0
/home/pi/Downloads/Neural-Networks-Self-Driving-Car-Raspberry-Pi-main/Step1-Data-Collection/DataCollected/IMG1/Image_165396722024363.jpg,0.0
/home/pi/Downloads/Neural-Networks-Self-Driving-Car-Raspberry-Pi-main/Step1-Data-Collection/DataCollected/IMG1/Image_1653967220270257.jpg,0.0
/home/pi/Downloads/Neural-Networks-Self-Driving-Car-Raspberry-Pi-main/Step1-Data-Collection/DataCollected/IMG1/Image_1653967220290261.jpg,0.0
/home/pi/Downloads/Neural-Networks-Self-Driving-Car-Raspberry-Pi-main/Step1-Data-Collection/DataCollected/IMG1/Image_1653967220303068.jpg,0.0
/home/pi/Downloads/Neural-Networks-Self-Driving-Car-Raspberry-Pi-main/Step1-Data-Collection/DataCollected/IMG1/Image_1653967220314087.jpg,0.0
/home/pi/Downloads/Neural-Networks-Self-Driving-Car-Raspberry-Pi-main/Step1-Data-Collection/DataCollected/IMG1/Image_1653967220324599.jpg,0.0
/home/pi/Downloads/Neural-Networks-Self-Driving-Car-Raspberry-Pi-main/Step1-Data-Collection/DataCollected/IMG1/Image_1653967220356825.jpg,0.0
/home/pi/Downloads/Neural-Networks-Self-Driving-Car-Raspberry-Pi-main/Step1-Data-Collection/DataCollected/IMG1/Image_1653967220387676.jpg,0.0
